	go	ontology	name	genes	transcripts	proteins	total	total_CPM
373	GO:0030512	biological_process	negative regulation of transforming growth factor beta receptor signaling pathway	91	101	70	101	369
374	GO:0010196	biological_process	nonphotochemical quenching	91	109	64	109	399
375	GO:0009313	biological_process	oligosaccharide catabolic process	91	98	75	98	358
376	GO:0007204	biological_process	positive regulation of cytosolic calcium ion concentration	91	103	84	103	377
377	GO:0070979	biological_process	protein K11-linked ubiquitination	91	102	60	102	373
378	GO:0048863	biological_process	stem cell differentiation	91	110	86	110	402
379	GO:0047496	biological_process	vesicle transport along microtubule	91	110	71	110	402
380	GO:0004054	molecular_function	arginine kinase activity	90	152	87	152	556
381	GO:0006287	biological_process	base-excision repair, gap-filling	90	119	74	119	435
382	GO:0005227	molecular_function	calcium activated cation channel activity	90	125	110	125	457
383	GO:1905145	biological_process	cellular response to acetylcholine	90	109	80	109	399
384	GO:0004473	molecular_function	malate dehydrogenase (decarboxylating) (NADP+) activity	90	143	84	143	523
385	GO:0140199	biological_process	negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process	90	109	80	109	399
386	GO:1900082	biological_process	negative regulation of arginine catabolic process	90	109	80	109	399
387	GO:1903249	biological_process	negative regulation of citrulline biosynthetic process	90	109	80	109	399
388	GO:0098736	biological_process	negative regulation of the force of heart contraction	90	109	80	109	399
389	GO:0036487	molecular_function	nitric-oxide synthase inhibitor activity	90	109	80	109	399
390	GO:0014065	biological_process	phosphatidylinositol 3-kinase signaling	90	97	69	97	355
391	GO:0043085	biological_process	positive regulation of catalytic activity	90	99	65	99	362
392	GO:0045807	biological_process	positive regulation of endocytosis	90	104	76	104	380
393	GO:1901224	biological_process	positive regulation of NIK/NF-kappaB signaling	90	104	79	104	380
394	GO:0004656	molecular_function	procollagen-proline 4-dioxygenase activity	90	105	76	105	384
395	GO:0036402	molecular_function	proteasome-activating ATPase activity	90	112	65	112	410
396	GO:0051599	biological_process	response to hydrostatic pressure	90	109	80	109	399
397	GO:0032426	cellular_component	stereocilium tip	90	96	65	96	351
398	GO:0030623	molecular_function	U5 snRNA binding	90	137	80	137	501
399	GO:0008194	molecular_function	UDP-glycosyltransferase activity	90	135	101	135	494
400	GO:0008312	molecular_function	7S RNA binding	89	108	85	108	395
401	GO:0016024	biological_process	CDP-diacylglycerol biosynthetic process	89	105	75	105	384
402	GO:0071218	biological_process	cellular response to misfolded protein	89	101	70	101	369
403	GO:0005960	cellular_component	glycine cleavage complex	89	103	63	103	377
404	GO:0004373	molecular_function	glycogen (starch) synthase activity	89	150	99	150	548
405	GO:0046855	biological_process	inositol phosphate dephosphorylation	89	103	68	103	377
406	GO:0006272	biological_process	leading strand elongation	89	113	60	113	413
407	GO:0004470	molecular_function	malic enzyme activity	89	122	75	122	446
408	GO:0010754	biological_process	negative regulation of cGMP-mediated signaling	89	108	80	108	395
409	GO:0032435	biological_process	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	89	100	70	100	366
410	GO:0050905	biological_process	neuromuscular process	89	100	71	100	366
411	GO:0032809	cellular_component	neuronal cell body membrane	89	101	79	101	369
412	GO:0007097	biological_process	nuclear migration	89	93	58	93	340
413	GO:0034427	biological_process	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3-5	89	94	56	94	344
414	GO:0042475	biological_process	odontogenesis of dentin-containing tooth	89	103	83	103	377
415	GO:0001653	molecular_function	peptide receptor activity	89	107	74	107	391
416	GO:0045862	biological_process	positive regulation of proteolysis	89	96	71	96	351
417	GO:1901990	biological_process	regulation of mitotic cell cycle phase transition	89	97	65	97	355
418	GO:0016070	biological_process	RNA metabolic process	89	101	72	101	369
419	GO:0002223	biological_process	stimulatory C-type lectin receptor signaling pathway	89	98	73	98	358
420	GO:0102131	molecular_function	3-oxo-glutaryl-[acp] methyl ester reductase activity	88	97	62	97	355
421	GO:0102132	molecular_function	3-oxo-pimeloyl-[acp] methyl ester reductase activity	88	97	62	97	355
422	GO:0045010	biological_process	actin nucleation	88	91	46	91	333
423	GO:0006182	biological_process	cGMP biosynthetic process	88	106	81	106	388
424	GO:0055028	cellular_component	cortical microtubule	88	116	83	116	424
425	GO:0006353	biological_process	DNA-templated transcription, termination	88	104	69	104	380
426	GO:0045022	biological_process	early endosome to late endosome transport	88	102	69	102	373
427	GO:0005242	molecular_function	inward rectifier potassium channel activity	88	111	100	111	406
428	GO:0045746	biological_process	negative regulation of Notch signaling pathway	88	96	64	96	351
429	GO:0005700	cellular_component	polytene chromosome	88	95	54	95	347
430	GO:0045787	biological_process	positive regulation of cell cycle	88	99	73	99	362
431	GO:0009113	biological_process	purine nucleobase biosynthetic process	88	119	71	119	435
432	GO:0050727	biological_process	regulation of inflammatory response	88	97	79	97	355
433	GO:0008582	biological_process	regulation of synaptic growth at neuromuscular junction	88	98	68	98	358
434	GO:0002931	biological_process	response to ischemia	88	100	68	100	366
435	GO:0006105	biological_process	succinate metabolic process	88	107	51	107	391
436	GO:1904482	biological_process	cellular response to tetrahydrofolate	87	111	61	111	406
437	GO:0032133	cellular_component	chromosome passenger complex	87	106	82	106	388
438	GO:0042407	biological_process	cristae formation	87	99	75	99	362
439	GO:0060173	biological_process	limb development	87	100	68	100	366
440	GO:0032695	biological_process	negative regulation of interleukin-12 production	87	129	111	129	472
441	GO:0042308	biological_process	negative regulation of protein import into nucleus	87	107	69	107	391
442	GO:0019902	molecular_function	phosphatase binding	87	96	68	96	351
443	GO:0006892	biological_process	post-Golgi vesicle-mediated transport	87	98	68	98	358
444	GO:0004827	molecular_function	proline-tRNA ligase activity	87	99	67	99	362
445	GO:0006433	biological_process	prolyl-tRNA aminoacylation	87	99	67	99	362
446	GO:0009585	biological_process	red, far-red light phototransduction	87	94	61	94	344
447	GO:0000148	cellular_component	1,3-beta-D-glucan synthase complex	86	134	98	134	490
448	GO:0046069	biological_process	cGMP catabolic process	86	117	87	117	428
449	GO:0000780	cellular_component	condensed nuclear chromosome, centromeric region	86	98	67	98	358
450	GO:0033962	biological_process	cytoplasmic mRNA processing body assembly	86	104	62	104	380
451	GO:0007016	biological_process	cytoskeletal anchoring at plasma membrane	86	94	76	94	344
452	GO:0000467	biological_process	exonucleolytic trimming to generate mature 3-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	86	97	59	97	355
2259	GO:0006003	biological_process	fructose 2,6-bisphosphate metabolic process	86	128	94	128	468
2260	GO:0080182	biological_process	histone H3-K4 trimethylation	86	89	65	89	325
2261	GO:0042538	biological_process	hyperosmotic salinity response	86	96	56	96	351
2262	GO:0046581	cellular_component	intercellular canaliculus	86	96	60	96	351
2263	GO:0004622	molecular_function	lysophospholipase activity	86	91	71	91	333
2264	GO:0045647	biological_process	negative regulation of erythrocyte differentiation	86	103	92	103	377
2265	GO:0051895	biological_process	negative regulation of focal adhesion assembly	86	101	67	101	369
2266	GO:0016322	biological_process	neuron remodeling	86	96	72	96	351
2267	GO:0001556	biological_process	oocyte maturation	86	103	79	103	377
2268	GO:0038066	biological_process	p38MAPK cascade	86	103	85	103	377
2269	GO:0004697	molecular_function	protein kinase C activity	86	91	47	91	333
2270	GO:0035542	biological_process	regulation of SNARE complex assembly	86	92	64	92	336
2271	GO:0005971	cellular_component	ribonucleoside-diphosphate reductase complex	86	143	69	143	523
2272	GO:0006405	biological_process	RNA export from nucleus	86	120	86	120	439
2273	GO:0005790	cellular_component	smooth endoplasmic reticulum	86	95	62	95	347
2274	GO:0019827	biological_process	stem cell population maintenance	86	92	62	92	336
2275	GO:0031931	cellular_component	TORC1 complex	86	92	58	92	336
2276	GO:0003843	molecular_function	1,3-beta-D-glucan synthase activity	85	133	98	133	486
2277	GO:1990416	biological_process	cellular response to brain-derived neurotrophic factor stimulus	85	109	74	109	399
2278	GO:0034707	cellular_component	chloride channel complex	85	110	89	110	402
2279	GO:0032541	cellular_component	cortical endoplasmic reticulum	85	93	65	93	340
2280	GO:0008543	biological_process	fibroblast growth factor receptor signaling pathway	85	99	75	99	362
2281	GO:0051880	molecular_function	G-quadruplex DNA binding	85	95	69	95	347
2282	GO:0035174	molecular_function	histone serine kinase activity	85	95	73	95	347
2283	GO:0098662	biological_process	inorganic cation transmembrane transport	85	132	126	132	483
2284	GO:0015189	molecular_function	L-lysine transmembrane transporter activity	85	102	82	102	373
2285	GO:0008705	molecular_function	methionine synthase activity	85	121	70	121	442
2286	GO:0034982	biological_process	mitochondrial protein processing	85	100	73	100	366
2287	GO:0045786	biological_process	negative regulation of cell cycle	85	110	77	110	402
2288	GO:0042059	biological_process	negative regulation of epidermal growth factor receptor signaling pathway	85	93	64	93	340
2289	GO:0001541	biological_process	ovarian follicle development	85	99	75	99	362
2290	GO:0090554	molecular_function	phosphatidylcholine floppase activity	85	93	56	93	340
2291	GO:0010606	biological_process	positive regulation of cytoplasmic mRNA processing body assembly	85	91	57	91	333
2292	GO:0010592	biological_process	positive regulation of lamellipodium assembly	85	90	52	90	329
2293	GO:2000060	biological_process	positive regulation of ubiquitin-dependent protein catabolic process	85	105	85	105	384
2294	GO:0030295	molecular_function	protein kinase activator activity	85	90	56	90	329
2295	GO:0009934	biological_process	regulation of meristem structural organization	85	105	68	105	384
2296	GO:0060236	biological_process	regulation of mitotic spindle organization	85	99	64	99	362
2297	GO:0010975	biological_process	regulation of neuron projection development	85	96	63	96	351
2298	GO:0043200	biological_process	response to amino acid	85	102	66	102	373
2299	GO:0048545	biological_process	response to steroid hormone	85	142	91	142	519
2300	GO:0042255	biological_process	ribosome assembly	85	112	78	112	410
2301	GO:0072334	biological_process	UDP-galactose transmembrane transport	85	97	70	97	355
2302	GO:0006065	biological_process	UDP-glucuronate biosynthetic process	85	101	61	101	369
2303	GO:0051014	biological_process	actin filament severing	84	102	65	102	373
2304	GO:0000774	molecular_function	adenyl-nucleotide exchange factor activity	84	90	59	90	329
2305	GO:0015722	biological_process	canalicular bile acid transport	84	88	59	88	322
2306	GO:0071732	biological_process	cellular response to nitric oxide	84	103	76	103	377
2307	GO:0007635	biological_process	chemosensory behavior	84	97	70	97	355
2308	GO:0005663	cellular_component	DNA replication factor C complex	84	106	72	106	388
2309	GO:0004451	molecular_function	isocitrate lyase activity	84	131	31	131	479
2310	GO:0009867	biological_process	jasmonic acid mediated signaling pathway	84	103	69	103	377
2311	GO:1990380	molecular_function	Lys48-specific deubiquitinase activity	84	94	71	94	344
2312	GO:0005537	molecular_function	mannose binding	84	87	61	87	318
2313	GO:0006123	biological_process	mitochondrial electron transport, cytochrome c to oxygen	84	101	68	101	369
