go	ontology	name	genes_day	transcripts_day	proteins_day	total_day	total_day_CPM	genes_night	transcripts_night	proteins_night	total_night	total_night_CPM
GO:0009749	biological_process	response to glucose	255	320	227	320	358	188	229	167	229	351
GO:0009908	biological_process	flower development	257	302	207	302	338	213	228	130	228	349
GO:0005244	molecular_function	voltage-gated ion channel activity	255	328	302	328	367	203	228	199	228	349
GO:0007268	biological_process	chemical synaptic transmission	237	285	218	285	319	208	228	160	228	349
GO:0042274	biological_process	ribosomal small subunit biogenesis	234	273	148	273	306	196	228	133	228	349
GO:0006383	biological_process	transcription by RNA polymerase III	222	273	161	273	306	202	228	133	228	349
GO:0007528	biological_process	neuromuscular junction development	281	321	246	321	359	194	227	172	227	348
GO:0005782	cellular_component	peroxisomal matrix	261	311	165	311	348	209	227	113	227	348
GO:0007032	biological_process	endosome organization	239	261	176	261	292	215	227	155	227	348
GO:0032587	cellular_component	ruffle membrane	233	282	196	282	316	211	227	162	227	348
GO:0008104	biological_process	protein localization	275	313	210	313	350	207	226	161	226	346
GO:0043001	biological_process	Golgi to plasma membrane protein transport	285	328	235	328	367	190	225	177	225	345
GO:0006636	biological_process	unsaturated fatty acid biosynthetic process	269	322	219	322	360	197	225	139	225	345
GO:0007626	biological_process	locomotory behavior	256	299	204	299	335	193	225	144	225	345
GO:0008198	molecular_function	ferrous iron binding	239	353	288	353	395	178	225	161	225	345
GO:0000775	cellular_component	chromosome, centromeric region	235	280	182	280	313	212	225	149	225	345
GO:0003950	molecular_function	NAD+ ADP-ribosyltransferase activity	291	396	319	396	443	199	224	160	224	343
GO:0042981	biological_process	regulation of apoptotic process	285	349	239	349	391	199	224	146	224	343
GO:0004748	molecular_function	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	192	342	178	342	383	109	224	139	224	343
GO:0014704	cellular_component	intercalated disc	324	383	299	383	429	198	223	170	223	342
GO:0006396	biological_process	RNA processing	288	323	218	323	362	200	223	138	223	342
GO:0060170	cellular_component	ciliary membrane	225	286	222	286	320	197	223	172	223	342
GO:0008574	molecular_function	ATP-dependent microtubule motor activity, plus-end-directed	289	347	226	347	388	207	222	130	222	340
GO:0030198	biological_process	extracellular matrix organization	257	294	221	294	329	202	222	157	222	340
GO:0010150	biological_process	leaf senescence	241	342	251	342	383	186	222	159	222	340
GO:0006368	biological_process	transcription elongation from RNA polymerase II promoter	222	255	175	255	285	198	222	156	222	340
GO:0000187	biological_process	activation of MAPK activity	274	320	209	320	358	195	221	163	221	339
GO:0000062	molecular_function	fatty-acyl-CoA binding	245	274	163	274	307	211	221	130	221	339
GO:0006406	biological_process	mRNA export from nucleus	222	274	191	274	307	189	221	163	221	339
GO:0016853	molecular_function	isomerase activity	259	325	219	325	364	188	220	131	220	337
GO:0052692	molecular_function	raffinose alpha-galactosidase activity	193	244	195	244	273	180	220	164	220	337
GO:0009792	biological_process	embryo development ending in birth or egg hatching	293	328	184	328	367	207	219	130	219	336
GO:0034220	biological_process	ion transmembrane transport	290	337	254	337	377	203	219	152	219	336
GO:0009058	biological_process	biosynthetic process	261	314	200	314	351	195	219	114	219	336
GO:1900153	biological_process	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	226	265	199	265	297	201	219	152	219	336
GO:0016311	biological_process	dephosphorylation	279	339	244	339	379	201	218	144	218	334
GO:0005248	molecular_function	voltage-gated sodium channel activity	286	385	363	385	431	187	217	207	217	332
GO:0009853	biological_process	photorespiration	267	337	170	337	377	192	217	114	217	332
GO:0006612	biological_process	protein targeting to membrane	261	345	280	345	386	195	217	149	217	332
GO:0019933	biological_process	cAMP-mediated signaling	247	308	197	308	345	188	217	140	217	332
GO:0001891	cellular_component	phagocytic cup	232	254	148	254	284	197	217	132	217	332
GO:0006614	biological_process	SRP-dependent cotranslational protein targeting to membrane	223	269	165	269	301	188	216	134	216	331
GO:0001764	biological_process	neuron migration	237	285	210	285	319	199	215	166	215	329
GO:0042752	biological_process	regulation of circadian rhythm	236	263	176	263	294	195	215	139	215	329
GO:0050680	biological_process	negative regulation of epithelial cell proliferation	272	305	213	305	341	192	214	159	214	328
GO:0051865	biological_process	protein autoubiquitination	269	313	234	313	350	196	214	148	214	328
GO:0016328	cellular_component	lateral plasma membrane	247	279	207	279	312	184	214	166	214	328
GO:0004806	molecular_function	triglyceride lipase activity	234	315	241	315	353	177	214	154	214	328
GO:0006607	biological_process	NLS-bearing protein import into nucleus	250	315	247	315	353	180	213	154	213	326
GO:0001558	biological_process	regulation of cell growth	244	279	198	279	312	194	213	148	213	326
GO:0060548	biological_process	negative regulation of cell death	233	297	210	297	332	191	212	131	212	325
GO:0044297	cellular_component	cell body	253	303	205	303	339	186	211	138	211	323
GO:0032456	biological_process	endocytic recycling	247	290	200	290	325	197	211	144	211	323
GO:0033116	cellular_component	endoplasmic reticulum-Golgi intermediate compartment membrane	243	315	223	315	353	173	211	145	211	323
GO:0097110	molecular_function	scaffold protein binding	243	315	237	315	353	176	211	136	211	323
GO:0016757	molecular_function	transferase activity, transferring glycosyl groups	319	379	275	379	424	182	210	142	210	322
GO:0032088	biological_process	negative regulation of NF-kappaB transcription factor activity	294	318	243	318	356	191	210	164	210	322
GO:0042277	molecular_function	peptide binding	279	334	225	334	374	189	210	149	210	322
GO:0048364	biological_process	root development	259	300	201	300	336	189	210	124	210	322
GO:0031201	cellular_component	SNARE complex	262	320	249	320	358	183	209	164	209	320
GO:0030670	cellular_component	phagocytic vesicle membrane	256	297	177	297	332	182	209	131	209	320
GO:0006270	biological_process	DNA replication initiation	247	284	193	284	318	185	209	151	209	320
GO:0019900	molecular_function	kinase binding	238	281	192	281	315	187	209	134	209	320
GO:0000794	cellular_component	condensed nuclear chromosome	225	259	179	259	290	193	209	128	209	320
GO:0000781	cellular_component	chromosome, telomeric region	261	314	236	314	351	184	208	147	208	319
GO:0035999	biological_process	tetrahydrofolate interconversion	250	297	169	297	332	174	207	136	207	317
GO:0042594	biological_process	response to starvation	233	286	205	286	320	182	207	133	207	317
GO:0090090	biological_process	negative regulation of canonical Wnt signaling pathway	301	341	253	341	382	190	206	148	206	316
GO:0016197	biological_process	endosomal transport	260	280	175	280	313	196	206	133	206	316
GO:0055038	cellular_component	recycling endosome membrane	253	314	225	314	351	188	206	135	206	316
GO:0071889	molecular_function	14-3-3 protein binding	236	297	247	297	332	187	205	139	205	314
GO:0031398	biological_process	positive regulation of protein ubiquitination	258	284	208	284	318	189	204	141	204	313
GO:0042597	cellular_component	periplasmic space	257	313	194	313	350	184	204	130	204	313
GO:0032465	biological_process	regulation of cytokinesis	247	284	202	284	318	184	204	133	204	313
GO:0017101	cellular_component	aminoacyl-tRNA synthetase multienzyme complex	232	273	182	273	306	175	203	121	203	311
GO:0009524	cellular_component	phragmoplast	251	303	196	303	339	177	202	120	202	309
GO:0000302	biological_process	response to reactive oxygen species	241	297	189	297	332	174	202	110	202	309
GO:0006183	biological_process	GTP biosynthetic process	194	229	132	229	256	184	202	101	202	309
GO:0031397	biological_process	negative regulation of protein ubiquitination	294	350	249	350	392	186	201	132	201	308
GO:0001947	biological_process	heart looping	236	284	227	284	318	181	201	157	201	308
GO:0007264	biological_process	small GTPase mediated signal transduction	230	250	170	250	280	186	201	117	201	308
GO:0035264	biological_process	multicellular organism growth	252	292	217	292	327	186	200	130	200	306
GO:0070936	biological_process	protein K48-linked ubiquitination	229	268	177	268	300	181	200	125	200	306
GO:0016791	molecular_function	phosphatase activity	266	310	216	310	347	183	199	128	199	305
GO:0006515	biological_process	protein quality control for misfolded or incompletely synthesized proteins	248	283	193	283	317	177	199	133	199	305
GO:0016485	biological_process	protein processing	277	299	194	299	335	183	196	136	196	300
GO:0004709	molecular_function	MAP kinase kinase kinase activity	297	335	217	335	375	183	195	105	195	299
GO:0038023	molecular_function	signaling receptor activity	233	276	211	276	309	183	195	137	195	299
GO:0009897	cellular_component	external side of plasma membrane	294	337	240	337	377	175	194	138	194	297
GO:0007010	biological_process	cytoskeleton organization	237	269	194	269	301	180	194	123	194	297
GO:0009734	biological_process	auxin-activated signaling pathway	221	237	155	237	265	177	194	114	194	297
GO:0006898	biological_process	receptor-mediated endocytosis	250	289	190	289	323	176	193	137	193	296
GO:0000149	molecular_function	SNARE binding	233	273	213	273	306	176	193	142	193	296
GO:0051453	biological_process	regulation of intracellular pH	194	235	152	235	263	142	193	125	193	296
GO:0051259	biological_process	protein complex oligomerization	258	271	189	271	303	176	192	130	192	294
GO:0014731	cellular_component	spectrin-associated cytoskeleton	248	290	247	290	325	172	192	151	192	294
GO:0030136	cellular_component	clathrin-coated vesicle	227	258	197	258	289	182	192	137	192	294
GO:0097367	molecular_function	carbohydrate derivative binding	100	216	143	216	242	87	192	122	192	294
GO:0045184	biological_process	establishment of protein localization	274	290	216	290	325	175	191	150	191	293
GO:0001726	cellular_component	ruffle	257	277	185	277	310	185	191	125	191	293
GO:0009733	biological_process	response to auxin	235	263	177	263	294	173	190	118	190	291
GO:0006284	biological_process	base-excision repair	191	223	161	223	250	180	190	117	190	291
GO:0071944	cellular_component	cell periphery	245	286	204	286	320	175	189	126	189	290
GO:0070534	biological_process	protein K63-linked ubiquitination	223	254	168	254	284	172	189	107	189	290
GO:1904115	cellular_component	axon cytoplasm	249	279	185	279	312	175	188	135	188	288
GO:0006464	biological_process	cellular protein modification process	235	261	147	261	292	176	188	112	188	288
GO:0009251	biological_process	glucan catabolic process	222	313	248	313	350	147	188	145	188	288
GO:0032091	biological_process	negative regulation of protein binding	199	257	179	257	288	146	188	131	188	288
GO:0009267	biological_process	cellular response to starvation	222	250	172	250	280	175	187	121	187	286
GO:0004360	molecular_function	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	90	206	137	206	231	82	187	117	187	286
GO:0048027	molecular_function	mRNA 5-UTR binding	199	244	124	244	273	169	186	140	186	285
GO:0060213	biological_process	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	199	233	172	233	261	175	186	125	186	285
GO:0051092	biological_process	positive regulation of NF-kappaB transcription factor activity	233	263	174	263	294	173	184	118	184	282
GO:0031124	biological_process	mRNA 3-end processing	135	180	108	180	201	141	184	143	184	282
GO:0035725	biological_process	sodium ion transmembrane transport	261	310	280	310	347	171	181	154	181	277
GO:0004474	molecular_function	malate synthase activity	92	173	83	173	194	84	181	103	181	277
GO:0006106	biological_process	fumarate metabolic process	129	238	95	238	266	100	180	87	180	276
GO:0000325	cellular_component	plant-type vacuole	225	293	191	293	328	149	179	110	179	274
GO:0004165	molecular_function	dodecenoyl-CoA delta-isomerase activity	121	304	157	304	340	77	179	106	179	274
GO:0050728	biological_process	negative regulation of inflammatory response	230	286	223	286	320	147	177	142	177	271
GO:0009791	biological_process	post-embryonic development	228	249	152	249	279	172	176	110	176	270
GO:0006268	biological_process	DNA unwinding involved in DNA replication	229	284	201	284	318	146	170	116	170	260
GO:2001259	biological_process	positive regulation of cation channel activity	259	290	224	290	325	147	168	137	168	257
GO:0019886	biological_process	antigen processing and presentation of exogenous peptide antigen via MHC class II	246	303	222	303	339	147	168	124	168	257
GO:0008361	biological_process	regulation of cell size	192	220	148	220	246	150	167	113	167	256
GO:0036464	cellular_component	cytoplasmic ribonucleoprotein granule	237	265	179	265	297	144	165	114	165	253
GO:0003333	biological_process	amino acid transmembrane transport	191	238	195	238	266	149	163	118	163	250
GO:0009744	biological_process	response to sucrose	197	233	155	233	261	142	162	102	162	248
GO:0019432	biological_process	triglyceride biosynthetic process	193	263	205	263	294	143	162	114	162	248
GO:0033138	biological_process	positive regulation of peptidyl-serine phosphorylation	242	277	198	277	310	149	161	100	161	247
GO:0010124	biological_process	phenylacetate catabolic process	105	228	115	228	255	81	161	87	161	247
GO:0018685	molecular_function	alkane 1-monooxygenase activity	94	189	102	189	212	82	160	67	160	245
GO:0003382	biological_process	epithelial cell morphogenesis	133	147	101	147	165	144	157	106	157	241
GO:0005980	biological_process	glycogen catabolic process	114	191	121	191	214	109	156	97	156	239
GO:0051225	biological_process	spindle assembly	222	258	175	258	289	145	154	102	154	236
GO:0032212	biological_process	positive regulation of telomere maintenance via telomerase	192	223	159	223	250	143	152	95	152	233
GO:0006531	biological_process	aspartate metabolic process	119	217	83	217	243	88	147	85	147	225
GO:0004618	molecular_function	phosphoglycerate kinase activity	111	178	88	178	199	101	145	67	145	222
GO:0008240	molecular_function	tripeptidyl-peptidase activity	105	173	132	173	194	102	143	96	143	219
GO:0042776	biological_process	mitochondrial ATP synthesis coupled proton transport	113	139	76	139	156	103	142	89	142	218
GO:0015976	biological_process	carbon utilization	113	146	106	146	163	108	141	86	141	216
GO:0050242	molecular_function	pyruvate, phosphate dikinase activity	110	189	102	189	212	88	141	81	141	216
GO:0017087	cellular_component	mitochondrial processing peptidase complex	122	175	113	175	196	97	140	86	140	214
GO:0043525	biological_process	positive regulation of neuron apoptotic process	134	183	130	183	205	104	138	87	138	211
GO:0004612	molecular_function	phosphoenolpyruvate carboxykinase (ATP) activity	57	91	36	91	102	90	137	50	137	210
GO:0032549	molecular_function	ribonucleoside binding	115	138	82	138	154	110	136	81	136	208
GO:0004096	molecular_function	catalase activity	114	193	110	193	216	84	136	60	136	208
GO:0045182	molecular_function	translation regulator activity	131	160	77	160	179	97	135	78	135	207
GO:0045490	biological_process	pectin catabolic process	96	113	58	113	126	108	133	61	133	204
GO:0008299	biological_process	isoprenoid biosynthetic process	130	184	122	184	206	92	132	85	132	202
