	go	ontology	name	genes	transcripts	proteins	total	total_CPM
1996	GO:0099612	biological_process	protein localization to axon	74	90	76	90	463.9868846
1997	GO:0035269	biological_process	protein O-linked mannosylation	74	80	65	80	412.4327863
1998	GO:0006110	biological_process	regulation of glycolytic process	74	84	61	84	433.0544257
1999	GO:0000003	biological_process	reproduction	74	81	53	81	417.5881962
2000	GO:0031667	biological_process	response to nutrient levels	74	81	51	81	417.5881962
2001	GO:0006465	biological_process	signal peptide processing	74	83	61	83	427.8990158
2002	GO:0085030	biological_process	symbiotic process benefiting host	74	93	74	93	479.4531141
2003	GO:0009088	biological_process	threonine biosynthetic process	74	96	78	96	494.9193436
2004	GO:0048039	molecular_function	ubiquinone binding	74	85	49	85	438.2098355
2005	GO:0043162	biological_process	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	74	82	50	82	422.743606
2006	GO:0003283	biological_process	atrial septum development	73	77	61	77	396.9665569
2007	GO:0004095	molecular_function	carnitine O-palmitoyltransferase activity	73	79	49	79	407.2773765
2008	GO:0071310	biological_process	cellular response to organic substance	73	77	50	77	396.9665569
2009	GO:0048208	biological_process	COPII vesicle coating	73	86	63	86	443.3652453
2010	GO:0030863	cellular_component	cortical cytoskeleton	73	79	58	79	407.2773765
2011	GO:0008301	molecular_function	DNA binding, bending	73	85	52	85	438.2098355
2012	GO:0005977	biological_process	glycogen metabolic process	73	95	67	95	489.7639338
2013	GO:0046855	biological_process	inositol phosphate dephosphorylation	73	79	59	79	407.2773765
2014	GO:0070498	biological_process	interleukin-1-mediated signaling pathway	73	77	50	77	396.9665569
2015	GO:0032402	biological_process	melanosome transport	73	76	35	76	391.811147
2016	GO:0035064	molecular_function	methylated histone binding	73	83	62	83	427.8990158
2017	GO:0097431	cellular_component	mitotic spindle pole	73	76	55	76	391.811147
2018	GO:0006777	biological_process	Mo-molybdopterin cofactor biosynthetic process	73	78	36	78	402.1219667
2019	GO:0032041	molecular_function	NAD-dependent histone deacetylase activity (H3-K14 specific)	73	83	42	83	427.8990158
2020	GO:0045647	biological_process	negative regulation of erythrocyte differentiation	73	82	60	82	422.743606
2021	GO:0043409	biological_process	negative regulation of MAPK cascade	73	78	55	78	402.1219667
2022	GO:1900226	biological_process	negative regulation of NLRP3 inflammasome complex assembly	73	82	67	82	422.743606
2023	GO:0030512	biological_process	negative regulation of transforming growth factor beta receptor signaling pathway	73	74	53	74	381.5003274
2024	GO:0031086	biological_process	nuclear-transcribed mRNA catabolic process, deadenylation-independent decay	73	80	58	80	412.4327863
2025	GO:0070545	cellular_component	PeBoW complex	73	78	46	78	402.1219667
2026	GO:0000160	biological_process	phosphorelay signal transduction system	73	82	51	82	422.743606
2027	GO:1903669	biological_process	positive regulation of chemorepellent activity	73	77	55	77	396.9665569
2028	GO:0014068	biological_process	positive regulation of phosphatidylinositol 3-kinase signaling	73	79	55	79	407.2773765
2029	GO:0042307	biological_process	positive regulation of protein import into nucleus	73	82	55	82	422.743606
2030	GO:0034501	biological_process	protein localization to kinetochore	73	80	52	80	412.4327863
2031	GO:0015165	molecular_function	pyrimidine nucleotide-sugar transmembrane transporter activity	73	80	64	80	412.4327863
2032	GO:0050243	molecular_function	pyruvate dehydrogenase (NADP+) activity	73	124	69	124	639.2708188
2033	GO:0051983	biological_process	regulation of chromosome segregation	73	84	67	84	433.0544257
2034	GO:0045995	biological_process	regulation of embryonic development	73	80	55	80	412.4327863
2035	GO:0060964	biological_process	regulation of gene silencing by miRNA	73	83	66	83	427.8990158
2036	GO:0001932	biological_process	regulation of protein phosphorylation	73	74	47	74	381.5003274
2037	GO:0009620	biological_process	response to fungus	73	78	48	78	402.1219667
2038	GO:0010038	biological_process	response to metal ion	73	75	50	75	386.6557372
2039	GO:0007416	biological_process	synapse assembly	73	82	67	82	422.743606
2040	GO:0008023	cellular_component	transcription elongation factor complex	73	76	56	76	391.811147
2041	GO:0007419	biological_process	ventral cord development	73	77	50	77	396.9665569
2042	GO:0000038	biological_process	very long-chain fatty acid metabolic process	73	82	38	82	422.743606
2043	GO:0006637	biological_process	acyl-CoA metabolic process	72	81	58	81	417.5881962
2044	GO:0097067	biological_process	cellular response to thyroid hormone stimulus	72	83	39	83	427.8990158
2045	GO:0030023	molecular_function	extracellular matrix constituent conferring elasticity	72	90	57	90	463.9868846
2046	GO:0009922	molecular_function	fatty acid elongase activity	72	82	58	82	422.743606
2047	GO:0005960	cellular_component	glycine cleavage complex	72	80	45	80	412.4327863
2048	GO:0050667	biological_process	homocysteine metabolic process	72	86	52	86	443.3652453
2049	GO:0045475	biological_process	locomotor rhythm	72	80	67	80	412.4327863
2050	GO:0018478	molecular_function	malonate-semialdehyde dehydrogenase (acetylating) activity	72	74	40	74	381.5003274
2051	GO:0004491	molecular_function	methylmalonate-semialdehyde dehydrogenase (acylating) activity	72	74	40	74	381.5003274
2052	GO:0030151	molecular_function	molybdenum ion binding	72	85	49	85	438.2098355
2053	GO:0003951	molecular_function	NAD+ kinase activity	72	78	54	78	402.1219667
2054	GO:0050905	biological_process	neuromuscular process	72	78	45	78	402.1219667
2055	GO:0030473	biological_process	nuclear migration along microtubule	72	77	40	77	396.9665569
2056	GO:0034427	biological_process	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3-5	72	75	59	75	386.6557372
2057	GO:0038066	biological_process	p38MAPK cascade	72	78	56	78	402.1219667
2058	GO:0015288	molecular_function	porin activity	72	85	57	85	438.2098355
2059	GO:1904582	biological_process	positive regulation of intracellular mRNA localization	72	79	58	79	407.2773765
2060	GO:0019629	biological_process	propionate catabolic process, 2-methylcitrate cycle	72	132	73	132	680.5140975
2061	GO:0008016	biological_process	regulation of heart contraction	72	79	57	79	407.2773765
2062	GO:0031297	biological_process	replication fork processing	72	74	46	74	381.5003274
2063	GO:0010243	biological_process	response to organonitrogen compound	72	89	65	89	458.8314748
2064	GO:0004540	molecular_function	ribonuclease activity	72	81	64	81	417.5881962
2065	GO:0042255	biological_process	ribosome assembly	72	82	55	82	422.743606
2066	GO:0010282	cellular_component	senescence-associated vacuole	72	91	62	91	469.1422945
2067	GO:0031120	biological_process	snRNA pseudouridine synthesis	72	80	45	80	412.4327863
2068	GO:0033292	biological_process	T-tubule organization	72	77	59	77	396.9665569
2069	GO:0030623	molecular_function	U5 snRNA binding	72	100	64	100	515.5409829
2070	GO:0004070	molecular_function	aspartate carbamoyltransferase activity	71	107	77	107	551.6288517
2071	GO:0009926	biological_process	auxin polar transport	71	76	48	76	391.811147
2072	GO:0015722	biological_process	canalicular bile acid transport	71	75	54	75	386.6557372
2073	GO:1990416	biological_process	cellular response to brain-derived neurotrophic factor stimulus	71	79	58	79	407.2773765
2074	GO:0043326	biological_process	chemotaxis to folate	71	85	42	85	438.2098355
2075	GO:0009553	biological_process	embryo sac development	71	75	39	75	386.6557372
2076	GO:0000815	cellular_component	ESCRT III complex	71	77	47	77	396.9665569
2077	GO:0015908	biological_process	fatty acid transport	71	81	48	81	417.5881962
2078	GO:0031683	molecular_function	G-protein beta/gamma-subunit complex binding	71	79	38	79	407.2773765
2079	GO:0098982	cellular_component	GABA-ergic synapse	71	75	48	75	386.6557372
2080	GO:0004819	molecular_function	glutamine-tRNA ligase activity	71	89	54	89	458.8314748
2081	GO:0006425	biological_process	glutaminyl-tRNA aminoacylation	71	89	54	89	458.8314748
2082	GO:0006424	biological_process	glutamyl-tRNA aminoacylation	71	91	54	91	469.1422945
2083	GO:0005834	cellular_component	heterotrimeric G-protein complex	71	87	37	87	448.5206551
2084	GO:0043967	biological_process	histone H4 acetylation	71	75	50	75	386.6557372
2085	GO:0018024	molecular_function	histone-lysine N-methyltransferase activity	71	76	52	76	391.811147
2086	GO:0007595	biological_process	lactation	71	84	63	84	433.0544257
2087	GO:0016298	molecular_function	lipase activity	71	81	55	81	417.5881962
2088	GO:0005049	molecular_function	nuclear export signal receptor activity	71	83	52	83	427.8990158
2089	GO:0019919	biological_process	peptidyl-arginine methylation, to asymmetrical-dimethyl arginine	71	75	44	75	386.6557372
2090	GO:0007031	biological_process	peroxisome organization	71	79	43	79	407.2773765
2091	GO:0031210	molecular_function	phosphatidylcholine binding	71	80	64	80	412.4327863
2092	GO:2001235	biological_process	positive regulation of apoptotic signaling pathway	71	75	44	75	386.6557372
2093	GO:0090316	biological_process	positive regulation of intracellular protein transport	71	77	60	77	396.9665569
2094	GO:1902806	biological_process	regulation of cell cycle G1/S phase transition	71	80	45	80	412.4327863
2095	GO:0050727	biological_process	regulation of inflammatory response	71	75	52	75	386.6557372
2096	GO:0042220	biological_process	response to cocaine	71	81	59	81	417.5881962
2097	GO:0005784	cellular_component	Sec61 translocon complex	71	89	46	89	458.8314748
2098	GO:0031932	cellular_component	TORC2 complex	71	72	51	72	371.1895077
2099	GO:0034511	molecular_function	U3 snoRNA binding	71	74	47	74	381.5003274
2100	GO:0046033	biological_process	AMP metabolic process	70	75	38	75	386.6557372
2101	GO:0004054	molecular_function	arginine kinase activity	70	145	74	145	747.5344252
2102	GO:0086014	biological_process	atrial cardiac muscle cell action potential	70	76	60	76	391.811147
2103	GO:0046069	biological_process	cGMP catabolic process	70	80	63	80	412.4327863
2104	GO:0099055	cellular_component	integral component of postsynaptic membrane	70	75	55	75	386.6557372
2105	GO:0120170	molecular_function	intraciliary transport particle B binding	70	85	47	85	438.2098355
2106	GO:0055129	biological_process	L-proline biosynthetic process	70	73	51	73	376.3449175
2107	GO:0030032	biological_process	lamellipodium assembly	70	75	45	75	386.6557372
2108	GO:0005947	cellular_component	mitochondrial alpha-ketoglutarate dehydrogenase complex	70	76	45	76	391.811147
2109	GO:0000266	biological_process	mitochondrial fission	70	76	44	76	391.811147
2110	GO:0030016	cellular_component	myofibril	70	74	52	74	381.5003274
2111	GO:0007026	biological_process	negative regulation of microtubule depolymerization	70	74	45	74	381.5003274
2112	GO:0050877	biological_process	nervous system process	70	72	47	72	371.1895077
2113	GO:0050998	molecular_function	nitric-oxide synthase binding	70	80	44	80	412.4327863
2114	GO:0070979	biological_process	protein K11-linked ubiquitination	70	75	46	75	386.6557372
2115	GO:0070972	biological_process	protein localization to endoplasmic reticulum	70	76	60	76	391.811147
2116	GO:0034497	biological_process	protein localization to phagophore assembly site	70	79	39	79	407.2773765
2117	GO:0030346	molecular_function	protein phosphatase 2B binding	70	79	42	79	407.2773765
2118	GO:0050796	biological_process	regulation of insulin secretion	70	71	45	71	366.0340979
2119	GO:0019216	biological_process	regulation of lipid metabolic process	70	72	53	72	371.1895077
2120	GO:0042162	molecular_function	telomeric DNA binding	70	72	52	72	371.1895077
2121	GO:0033209	biological_process	tumor necrosis factor-mediated signaling pathway	70	74	46	74	381.5003274
2122	GO:0015866	biological_process	ADP transport	69	80	46	80	412.4327863
2123	GO:0008559	molecular_function	ATPase-coupled xenobiotic transmembrane transporter activity	69	76	53	76	391.811147
2124	GO:0006882	biological_process	cellular zinc ion homeostasis	69	92	68	92	474.2977043
2125	GO:0032133	cellular_component	chromosome passenger complex	69	77	52	77	396.9665569
2126	GO:0097718	molecular_function	disordered domain specific binding	69	78	52	78	402.1219667
2127	GO:0030666	cellular_component	endocytic vesicle membrane	69	75	52	75	386.6557372
2128	GO:0012507	cellular_component	ER to Golgi transport vesicle membrane	69	78	56	78	402.1219667
2129	GO:0019897	cellular_component	extrinsic component of plasma membrane	69	77	58	77	396.9665569
2130	GO:0031941	cellular_component	filamentous actin	69	71	49	71	366.0340979
2131	GO:0019285	biological_process	glycine betaine biosynthetic process from choline	69	81	49	81	417.5881962
2132	GO:0006544	biological_process	glycine metabolic process	69	85	52	85	438.2098355
2133	GO:0006783	biological_process	heme biosynthetic process	69	73	47	73	376.3449175
2134	GO:0006272	biological_process	leading strand elongation	69	75	53	75	386.6557372
2135	GO:0009098	biological_process	leucine biosynthetic process	69	82	52	82	422.743606
